verb_id,lex,scroll,book,chapter,verse_num,gcons_verb,gcons_verse,gcons_clause,subject,complement,cmpl_constr,cmpl_det,dir_he,preposition_1,preposition_2,preposition_3,preposition_4
279691,NPL[,MT,Ezekiel,30,22,HPLTJ,LKN KH >MR >DNJ JHWH HNNJ >L PR<H MLK MYRJM W CBRTJ >T ZR<TJW >T H XZQH W >T H NCBRT W HPLTJ >T H XRB M JDW,W HPLTJ >T H XRB M JDW,,M JDW,prep,det,0,M,,,
279741,NPL[,MT,Ezekiel,30,25,TPLNH,W HXZQTJ >T ZR<WT MLK BBL W ZR<WT PR<H TPLNH W JD<W KJ >NJ JHWH B TTJ XRBJ B JD MLK BBL W NVH >WTH >L >RY MYRJM,W ZR<WT PR<H TPLNH,ZR<WT PR<H,no complement,,,,,,,
279327,BW>[,MT,Ezekiel,30,4,B>H,W B>H XRB B MYRJM W HJTH XLXLH B KWC B NPL XLL B MYRJM W LQXW HMWNH W NHRSW JSWDTJH,W B>H XRB B MYRJM,XRB,B MYRJM,prep,det,0,B,,,
279337,NPL[,MT,Ezekiel,30,4,NPL,W B>H XRB B MYRJM W HJTH XLXLH B KWC B NPL XLL B MYRJM W LQXW HMWNH W NHRSW JSWDTJH,B NPL XLL B MYRJM,XLL,no complement,,,,,,,
279367,NPL[,MT,Ezekiel,30,5,JPLW,KWC W PWV W LWD W KL H <RB W KWB W BNJ >RY H BRJT >TM B XRB JPLW,KWC W PWV W LWD W KL H <RB W KWB W BNJ >RY H BRJT >TM B XRB JPLW,KWC W PWV W LWD W KL H <RB W KWB W BNJ >RY H BRJT >TM,no complement,,,,,,,
279372,NPL[,MT,Ezekiel,30,6,NPLW,KH >MR JHWH W NPLW SMKJ MYRJM W JRD G>WN <ZH M MGDL_SWNH B XRB JPLW BH N>M >DNJ JHWH,W NPLW SMKJ MYRJM,SMKJ MYRJM,no complement,,,,,,,
279376,JRD[,MT,Ezekiel,30,6,JRD,KH >MR JHWH W NPLW SMKJ MYRJM W JRD G>WN <ZH M MGDL_SWNH B XRB JPLW BH N>M >DNJ JHWH,W JRD G>WN <ZH M MGDL_SWNH,G>WN <ZH,M MGDL_SWNH,prep,det,0,M,,,
279384,NPL[,MT,Ezekiel,30,6,JPLW,KH >MR JHWH W NPLW SMKJ MYRJM W JRD G>WN <ZH M MGDL_SWNH B XRB JPLW BH N>M >DNJ JHWH,B XRB JPLW BH,,no complement,,,,,,,
279421,JY>[,MT,Ezekiel,30,9,JY>W,B JWM H HW> JY>W ML>KJM M L PNJ B YJM L HXRJD >T KWC BVX W HJTH XLXLH BHM B JWM MYRJM KJ HNH B>H,B JWM H HW> JY>W ML>KJM M L PNJ B YJM,ML>KJM,M L PNJ,prep + prep,det,0,M,L,,
279443,BW>[,MT,Ezekiel,30,9,B>H,B JWM H HW> JY>W ML>KJM M L PNJ B YJM L HXRJD >T KWC BVX W HJTH XLXLH BHM B JWM MYRJM KJ HNH B>H,KJ HNH B>H,,no complement,,,,,,,
279994,NPL[,MT,Ezekiel,31,12,NPLW,W JKRTHW ZRJM <RJYJ GWJM W JVCHW >L H HRJM W B KL G>JWT NPLW DLJWTJW W TCBRNH P>RTJW B KL >PJQJ H >RY W JRDW M YLW KL <MJ H >RY W JVCHW,>L H HRJM W B KL G>JWT NPLW DLJWTJW,DLJWTJW,no complement,,,,,,,
280005,JRD[,MT,Ezekiel,31,12,JRDW,W JKRTHW ZRJM <RJYJ GWJM W JVCHW >L H HRJM W B KL G>JWT NPLW DLJWTJW W TCBRNH P>RTJW B KL >PJQJ H >RY W JRDW M YLW KL <MJ H >RY W JVCHW,W JRDW M YLW KL <MJ H >RY,KL <MJ H >RY,M YLW,prep,det,0,M,,,
280069,JRD[,MT,Ezekiel,31,14,JWRDJ,LM<N >CR L> JGBHW B QWMTM KL <YJ MJM W L> JTNW >T YMRTM >L BJN <BTJM W L> J<MDW >LJHM B GBHM KL CTJ MJM KJ KLM NTNW L MWT >L >RY TXTJT B TWK BNJ >DM >L JWRDJ BWR,KJ KLM NTNW L MWT >L >RY TXTJT B TWK BNJ >DM >L JWRDJ BWR,KLM,L MWT,prep,det,0,L,,,
280077,JRD[,MT,Ezekiel,31,15,RDTW,KH >MR >DNJ JHWH B JWM RDTW C>WLH H>BLTJ KSTJ <LJW >T THWM W >MN< NHRWTJH W JKL>W MJM RBJM W >QDR <LJW LBNWN W KL <YJ H FDH <LJW <LPH,RDTW C>WLH,,C>WLH,dir_he,det,1,,,,
280108,JRD[,MT,Ezekiel,31,16,HWRDJ,M QWL MPLTW HR<CTJ GWJM B HWRDJ >TW C>WLH >T JWRDJ BWR W JNXMW B >RY TXTJT KL <YJ <DN MBXR W VWB LBNWN KL CTJ MJM,B HWRDJ >TW C>WLH >T JWRDJ BWR,,C>WLH,dir_he,det,1,,,,
280112,JRD[,MT,Ezekiel,31,16,JWRDJ,M QWL MPLTW HR<CTJ GWJM B HWRDJ >TW C>WLH >T JWRDJ BWR W JNXMW B >RY TXTJT KL <YJ <DN MBXR W VWB LBNWN KL CTJ MJM,B HWRDJ >TW C>WLH >T JWRDJ BWR,,C>WLH,dir_he,det,1,,,,
280132,JRD[,MT,Ezekiel,31,17,JRDW,GM HM >TW JRDW C>WLH >L XLLJ XRB W ZR<W JCBW B YLW B TWK GWJM,GM HM >TW JRDW C>WLH >L XLLJ XRB,GM HM >TW,C>WLH,dir_he,det,1,,,,
280158,JRD[,MT,Ezekiel,31,18,HWRDT,>L MJ DMJT KKH B KBWD W B GDL B <YJ <DN W HWRDT >T <YJ <DN >L >RY TXTJT B TWK <RLJM TCKB >T XLLJ XRB HW> PR<H W KL HMWNH N>M >DNJ JHWH,W HWRDT >T <YJ <DN >L >RY TXTJT,,>L >RY TXTJT,prep,det,0,>L,,,
279838,HLK[,MT,Ezekiel,31,4,HLK,MJM GDLWHW THWM RMMTHW >T NHRTJH HLK SBJBWT MV<H W >T T<LTJH CLXH >L KL <YJ H FDH,>T NHRTJH HLK SBJBWT MV<H,,SBJBWT MV<H,vc,det,0,,,,
280385,BW>[,MT,Ezekiel,32,11,TBW>K,KJ KH >MR >DNJ JHWH XRB MLK BBL TBW>K,XRB MLK BBL TBW>K,XRB MLK BBL,no complement,,,,,,,
280389,NPL[,MT,Ezekiel,32,12,>PJL,B XRBWT GBWRJM >PJL HMWNK <RJYJ GWJM KLM W CDDW >T G>WN MYRJM W NCMD KL HMWNH,B XRBWT GBWRJM >PJL HMWNK,,no complement,,,,,,,
280431,HLK[,MT,Ezekiel,32,14,>WLJK,>Z >CQJ< MJMJHM W NHRWTM K CMN >WLJK N>M >DNJ JHWH,W NHRWTM K CMN >WLJK,,no complement,,,,,,,
280502,JRD[,MT,Ezekiel,32,18,HWRDHW,BN >DM NHH <L HMWN MYRJM W HWRDHW >WTH W BNWT GWJM >DRM >L >RY TXTJWT >T JWRDJ BWR,W HWRDHW >WTH W BNWT GWJM >DRM >L >RY TXTJWT >T JWRDJ BWR,,>L >RY TXTJWT,prep,det,0,>L,,,
280512,JRD[,MT,Ezekiel,32,18,JWRDJ,BN >DM NHH <L HMWN MYRJM W HWRDHW >WTH W BNWT GWJM >DRM >L >RY TXTJWT >T JWRDJ BWR,W HWRDHW >WTH W BNWT GWJM >DRM >L >RY TXTJWT >T JWRDJ BWR,,>L >RY TXTJWT,prep,det,0,>L,,,
280517,JRD[,MT,Ezekiel,32,19,RDH,M MJ N<MT RDH W HCKBH >T <RLJM,RDH,,no complement,,,,,,,
280526,NPL[,MT,Ezekiel,32,20,JPLW,B TWK XLLJ XRB JPLW XRB NTNH MCKW >WTH W KL HMWNJH,B TWK XLLJ XRB JPLW,,B TWK XLLJ XRB,prep,det,0,B,,,
280543,JRD[,MT,Ezekiel,32,21,JRDW,JDBRW LW >LJ GBWRJM M TWK C>WL >T <ZRJW JRDW CKBW H <RLJM XLLJ XRB,JRDW,,no complement,,,,,,,
280559,NPL[,MT,Ezekiel,32,22,NPLJM,CM >CWR W KL QHLH SBJBWTJW QBRTJW KLM XLLJM H NPLJM B XRB,H NPLJM B XRB,,no complement,,,,,,,
280576,NPL[,MT,Ezekiel,32,23,NPLJM,>CR NTNW QBRTJH B JRKTJ BWR W JHJ QHLH SBJBWT QBRTH KLM XLLJM NPLJM B XRB >CR NTNW XTJT B >RY XJJM,NPLJM B XRB,,no complement,,,,,,,
280596,NPL[,MT,Ezekiel,32,24,NPLJM,CM <JLM W KL HMWNH SBJBWT QBRTH KLM XLLJM H NPLJM B XRB >CR JRDW <RLJM >L >RY TXTJWT >CR NTNW XTJTM B >RY XJJM W JF>W KLMTM >T JWRDJ BWR,H NPLJM B XRB,,no complement,,,,,,,
280601,JRD[,MT,Ezekiel,32,24,JRDW,CM <JLM W KL HMWNH SBJBWT QBRTH KLM XLLJM H NPLJM B XRB >CR JRDW <RLJM >L >RY TXTJWT >CR NTNW XTJTM B >RY XJJM W JF>W KLMTM >T JWRDJ BWR,>CR JRDW <RLJM >L >RY TXTJWT,,>L >RY TXTJWT,prep,det,0,>L,,,
280616,JRD[,MT,Ezekiel,32,24,JWRDJ,CM <JLM W KL HMWNH SBJBWT QBRTH KLM XLLJM H NPLJM B XRB >CR JRDW <RLJM >L >RY TXTJWT >CR NTNW XTJTM B >RY XJJM W JF>W KLMTM >T JWRDJ BWR,W JF>W KLMTM >T JWRDJ BWR,,no complement,,,,,,,
280643,JRD[,MT,Ezekiel,32,25,JWRDJ,B TWK XLLJM NTNW MCKB LH B KL HMWNH SBJBWTJW QBRTH KLM <RLJM XLLJ XRB KJ NTN XTJTM B >RY XJJM W JF>W KLMTM >T JWRDJ BWR B TWK XLLJM NTN,W JF>W KLMTM >T JWRDJ BWR,,no complement,,,,,,,
280672,NPL[,MT,Ezekiel,32,27,NPLJM,W L> JCKBW >T GBWRJM NPLJM M <RLJM >CR JRDW C>WL B KLJ MLXMTM W JTNW >T XRBWTM TXT R>CJHM W THJ <WNTM <L <YMWTM KJ XTJT GBWRJM B >RY XJJM,NPLJM M <RLJM,,M <RLJM,prep,det,0,M,,,
280676,JRD[,MT,Ezekiel,32,27,JRDW,W L> JCKBW >T GBWRJM NPLJM M <RLJM >CR JRDW C>WL B KLJ MLXMTM W JTNW >T XRBWTM TXT R>CJHM W THJ <WNTM <L <YMWTM KJ XTJT GBWRJM B >RY XJJM,>CR JRDW C>WL B KLJ MLXMTM,,C>WL,vc,det,0,,,,
280728,JRD[,MT,Ezekiel,32,29,JRDJ,CMH >DWM MLKJH W KL NFJ>JH >CR NTNW B GBWRTM >T XLLJ XRB HMH >T <RLJM JCKBW W >T JRDJ BWR,W >T JRDJ BWR,,>T JRDJ BWR,prep,det,0,>T,,,
280249,<LH[,MT,Ezekiel,32,3,H<LWK,KH >MR >DNJ JHWH W PRFTJ <LJK >T RCTJ B QHL <MJM RBJM W H<LWK B XRMJ,W H<LWK B XRMJ,,no complement,,,,,,,
280738,JRD[,MT,Ezekiel,32,30,JRDW,CMH NSJKJ YPWN KLM W KL YDNJ >CR JRDW >T XLLJM B XTJTM M GBWRTM BWCJM W JCKBW <RLJM >T XLLJ XRB W JF>W KLMTM >T JWRDJ BWR,>CR JRDW >T XLLJM B XTJTM,,>T XLLJM,prep,det,0,>T,,,
280756,JRD[,MT,Ezekiel,32,30,JWRDJ,CMH NSJKJ YPWN KLM W KL YDNJ >CR JRDW >T XLLJM B XTJTM M GBWRTM BWCJM W JCKBW <RLJM >T XLLJ XRB W JF>W KLMTM >T JWRDJ BWR,W JF>W KLMTM >T JWRDJ BWR,,no complement,,,,,,,
280342,BW>[,MT,Ezekiel,32,9,HBJ>J,W HK<STJ LB <MJM RBJM B HBJ>J CBRK B GWJM <L >RYWT >CR L> JD<TM,B HBJ>J CBRK B GWJM,,no complement,,,,,,,
281033,CWB[,MT,Ezekiel,33,11,CWB,>MR >LJHM XJ >NJ N>M >DNJ JHWH >M >XPY B MWT H RC< KJ >M B CWB RC< M DRKW W XJH CWBW CWBW M DRKJKM H R<JM W LMH TMWTW BJT JFR>L,B CWB RC< M DRKW,RC<,M DRKW,prep,det,0,M,,,
281039,CWB[,MT,Ezekiel,33,11,CWBW,>MR >LJHM XJ >NJ N>M >DNJ JHWH >M >XPY B MWT H RC< KJ >M B CWB RC< M DRKW W XJH CWBW CWBW M DRKJKM H R<JM W LMH TMWTW BJT JFR>L,CWBW,,no complement,,,,,,,
281040,CWB[,MT,Ezekiel,33,11,CWBW,>MR >LJHM XJ >NJ N>M >DNJ JHWH >M >XPY B MWT H RC< KJ >M B CWB RC< M DRKW W XJH CWBW CWBW M DRKJKM H R<JM W LMH TMWTW BJT JFR>L,CWBW M DRKJKM H R<JM,,M DRKJKM H R<JM,prep,det,0,M,,,
281075,CWB[,MT,Ezekiel,33,12,CWBW,W >TH BN >DM >MR >L BNJ <MK YDQT H YDJQ L> TYJLNW B JWM PC<W W RC<T H RC< L> JKCL BH B JWM CWBW M RC<W W YDJQ L> JWKL L XJWT BH B JWM XV>TW,CWBW M RC<W,,M RC<W,prep,det,0,M,,,
281123,CWB[,MT,Ezekiel,33,14,CB,W B >MRJ L RC< MWT TMWT W CB M XV>TW W <FH MCPV W YDQH,W CB M XV>TW,,M XV>TW,prep,det,0,M,,,
281132,CWB[,MT,Ezekiel,33,15,JCJB,XBL JCJB RC< GZLH JCLM B XQWT H XJJM HLK L BLTJ <FWT <WL XJW JXJH L> JMWT,XBL JCJB RC<,RC<,no complement,,,,,,,
281140,HLK[,MT,Ezekiel,33,15,HLK,XBL JCJB RC< GZLH JCLM B XQWT H XJJM HLK L BLTJ <FWT <WL XJW JXJH L> JMWT,B XQWT H XJJM HLK,,B XQWT H XJJM,prep,det,0,B,,,
281176,CWB[,MT,Ezekiel,33,18,CWB,B CWB YDJQ M YDQTW W <FH <WL W MT BHM,B CWB YDJQ M YDQTW,YDJQ,M YDQTW,prep,det,0,M,,,
281188,CWB[,MT,Ezekiel,33,19,CWB,W B CWB RC< M RC<TW W <FH MCPV W YDQH <LJHM HW> JXJH,B CWB RC< M RC<TW,RC<,M RC<TW,prep,det,0,M,,,
280815,BW>[,MT,Ezekiel,33,2,>BJ>,BN >DM DBR >L BNJ <MK W >MRT >LJHM >RY KJ >BJ> <LJH XRB W LQXW <M H >RY >JC >XD M QYJHM W NTNW >TW LHM L YPH,KJ >BJ> <LJH XRB,,<LJH,prep,det,0,<LJH,,,
281229,BW>[,MT,Ezekiel,33,21,B>,W JHJ B CTJ <FRH CNH B <FRJ B XMCH L XDC L GLWTNW B> >LJ H PLJV M JRWCLM L >MR HKTH H <JR,B> >LJ H PLJV M JRWCLM,H PLJV,>LJ,prep,det,0,>LJ,,,
281229,BW>[,MT,Ezekiel,33,21,B>,W JHJ B CTJ <FRH CNH B <FRJ B XMCH L XDC L GLWTNW B> >LJ H PLJV M JRWCLM L >MR HKTH H <JR,B> >LJ H PLJV M JRWCLM,H PLJV,M JRWCLM,prep,det,0,M,,,
281250,BW>[,MT,Ezekiel,33,22,BW>,W JD JHWH HJTH >LJ B <RB L PNJ BW> H PLJV W JPTX >T PJ <D BW> >LJ B BQR W JPTX PJ W L> N>LMTJ <WD,L PNJ BW> H PLJV,H PLJV,no complement,,,,,,,
281258,BW>[,MT,Ezekiel,33,22,BW>,W JD JHWH HJTH >LJ B <RB L PNJ BW> H PLJV W JPTX >T PJ <D BW> >LJ B BQR W JPTX PJ W L> N>LMTJ <WD,<D BW> >LJ B BQR,,>LJ,prep,det,0,>LJ,,,
281363,NPL[,MT,Ezekiel,33,27,JPLW,KH T>MR >LHM KH >MR >DNJ JHWH XJ >NJ >M L> >CR B XRBWT B XRB JPLW W >CR <L PNJ H FDH L XJH NTTJW L >KLW W >CR B MYDWT W B M<RWT B DBR JMWTW,>M L> B XRB JPLW,,no complement,,,,,,,
281407,<BR[,MT,Ezekiel,33,28,<WBR,W NTTJ >T H >RY CMMH W MCMH W NCBT G>WN <ZH W CMMW HRJ JFR>L M >JN <WBR,W CMMW HRJ JFR>L M >JN <WBR,HRJ JFR>L,no complement,,,,,,,
280838,BW>[,MT,Ezekiel,33,3,B>H,W R>H >T H XRB B>H <L H >RY W TQ< B CWPR W HZHJR >T H <M,B>H <L H >RY,,<L H >RY,prep,det,0,<L,,,
281453,BW>[,MT,Ezekiel,33,30,B>W,W >TH BN >DM BNJ <MK H NDBRJM BK >YL H QJRWT W B PTXJ H BTJM W DBR XD >T >XD >JC >T >XJW L >MR B>W N> W CM<W MH H DBR H JWY> M >T JHWH,B>W N>,,no complement,,,,,,,
281461,JY>[,MT,Ezekiel,33,30,JWY>,W >TH BN >DM BNJ <MK H NDBRJM BK >YL H QJRWT W B PTXJ H BTJM W DBR XD >T >XD >JC >T >XJW L >MR B>W N> W CM<W MH H DBR H JWY> M >T JHWH,H JWY> M >T JHWH,,M >T JHWH,prep + prep,det,0,M,>T,,
281466,BW>[,MT,Ezekiel,33,31,JBW>W,W JBW>W >LJK K MBW> <M W JCBW L PNJK <MJ W CM<W >T DBRJK W >WTM L> J<FW KJ <GBJM B PJHM HMH <FJM >XRJ BY<M LBM HLK,W JBW>W >LJK K MBW> <M,,>LJK,prep,det,0,>LJK,,,
281493,HLK[,MT,Ezekiel,33,31,HLK,W JBW>W >LJK K MBW> <M W JCBW L PNJK <MJ W CM<W >T DBRJK W >WTM L> J<FW KJ <GBJM B PJHM HMH <FJM >XRJ BY<M LBM HLK,>XRJ BY<M LBM HLK,LBM,>XRJ BY<M,vc,det,0,,,,
281515,BW>[,MT,Ezekiel,33,33,B>H,W B B>H HNH B>H W JD<W KJ NBJ> HJH B TWKM,W B B>H,,no complement,,,,,,,
281517,BW>[,MT,Ezekiel,33,33,B>H,W B B>H HNH B>H W JD<W KJ NBJ> HJH B TWKM,HNH B>H,,no complement,,,,,,,
280864,BW>[,MT,Ezekiel,33,4,TBW>,W CM< H CM< >T QWL H CWPR W L> NZHR W TBW> XRB W TQXHW DMW B R>CW JHJH,W TBW> XRB,XRB,no complement,,,,,,,
280896,BW>[,MT,Ezekiel,33,6,B>H,W H YPH KJ JR>H >T H XRB B>H W L> TQ< B CWPR W H <M L> NZHR W TBW> XRB W TQX MHM NPC HW> B <WNW NLQX W DMW M JD H YPH >DRC,B>H,,no complement,,,,,,,
280909,BW>[,MT,Ezekiel,33,6,TBW>,W H YPH KJ JR>H >T H XRB B>H W L> TQ< B CWPR W H <M L> NZHR W TBW> XRB W TQX MHM NPC HW> B <WNW NLQX W DMW M JD H YPH >DRC,W TBW> XRB,XRB,no complement,,,,,,,
280978,CWB[,MT,Ezekiel,33,9,CWB,W >TH KJ HZHRT RC< M DRKW L CWB MMNH W L> CB M DRKW HW> B <WNW JMWT W >TH NPCK HYLT,L CWB MMNH,,MMNH,prep,det,0,MMNH,,,
280982,CWB[,MT,Ezekiel,33,9,CB,W >TH KJ HZHRT RC< M DRKW L CWB MMNH W L> CB M DRKW HW> B <WNW JMWT W >TH NPCK HYLT,W L> CB M DRKW,,M DRKW,prep,det,0,M,,,
281791,JY>[,MT,Ezekiel,34,13,HWY>TJM,W HWY>TJM MN H <MJM W QBYTJM MN H >RYWT W HBJ>TJM >L >DMTM W R<JTJM >L HRJ JFR>L B >PJQJM W B KL MWCBJ H >RY,W HWY>TJM MN H <MJM,,MN H <MJM,prep,det,0,MN,,,
281801,BW>[,MT,Ezekiel,34,13,HBJ>TJM,W HWY>TJM MN H <MJM W QBYTJM MN H >RYWT W HBJ>TJM >L >DMTM W R<JTJM >L HRJ JFR>L B >PJQJM W B KL MWCBJ H >RY,W HBJ>TJM >L >DMTM,,>L >DMTM,prep,det,0,>L,,,
281859,CWB[,MT,Ezekiel,34,16,>CJB,>T H >BDT >BQC W >T H NDXT >CJB W L NCBRT >XBC W >T H XWLH >XZQ W >T H CMNH W >T H XZQH >CMJD >R<NH B MCPV,W >T H NDXT >CJB,,no complement,,,,,,,
282058,JRD[,MT,Ezekiel,34,26,HWRDTJ,W NTTJ >WTM W SBJBWT GB<TJ BRKH W HWRDTJ H GCM B <TW GCMJ BRKH JHJW,W HWRDTJ H GCM B <TW,,no complement,,,,,,,
281601,CWB[,MT,Ezekiel,34,4,HCBTM,>T H NXLWT L> XZQTM W >T H XWLH L> RP>TM W L NCBRT L> XBCTM W >T H NDXT L> HCBTM W >T H >BDT L> BQCTM W B XZQH RDJTM >TM W B PRK,W >T H NDXT L> HCBTM,,no complement,,,,,,,
282272,<BR[,MT,Ezekiel,35,7,<BR,W NTTJ >T HR F<JR L CMMH W CMMH W HKRTJ MMNW <BR W CB,W HKRTJ MMNW <BR W CB,,MMNW,prep,det,0,MMNW,,,
282274,CWB[,MT,Ezekiel,35,7,CB,W NTTJ >T HR F<JR L CMMH W CMMH W HKRTJ MMNW <BR W CB,W HKRTJ MMNW <BR W CB,,MMNW,prep,det,0,MMNW,,,
282288,NPL[,MT,Ezekiel,35,8,JPLW,W ML>TJ >T HRJW XLLJW GB<WTJK W G>WTJK W KL >PJQJK XLLJ XRB JPLW BHM,XLLJ XRB JPLW BHM,XLLJ XRB,BHM,prep,det,0,BHM,,,
282296,CWB[,MT,Ezekiel,35,9,TJCBNH,CMMWT <WLM >TNK W <RJK L> TJCBNH W JD<TM KJ >NJ JHWH,W <RJK L> TJCBNH,<RJK,no complement,,,,,,,
282689,HLK[,MT,Ezekiel,36,12,HWLKTJ,W HWLKTJ <LJKM >DM >T <MJ JFR>L W JRCWK W HJJT LHM L NXLH W L> TWSP <WD L CKLM,W HWLKTJ <LJKM >DM >T <MJ JFR>L,,no complement,,,,,,,
282821,BW>[,MT,Ezekiel,36,20,JBW>,W JBW> >L H GWJM >CR B>W CM W JXLLW >T CM QDCJ B >MR LHM <M JHWH >LH W M >RYW JY>W,W JBW> >L H GWJM,,>L H GWJM,prep,det,0,>L,,,
282826,BW>[,MT,Ezekiel,36,20,B>W,W JBW> >L H GWJM >CR B>W CM W JXLLW >T CM QDCJ B >MR LHM <M JHWH >LH W M >RYW JY>W,>CR B>W CM,,CM,vc,det,0,,,,
282842,JY>[,MT,Ezekiel,36,20,JY>W,W JBW> >L H GWJM >CR B>W CM W JXLLW >T CM QDCJ B >MR LHM <M JHWH >LH W M >RYW JY>W,W M >RYW JY>W,,M >RYW,prep,det,0,M,,,
282856,BW>[,MT,Ezekiel,36,21,B>W,W >XML <L CM QDCJ >CR XLLWHW BJT JFR>L B GWJM >CR B>W CMH,>CR B>W CMH,,CMH,dir_he,det,1,,,,
282884,BW>[,MT,Ezekiel,36,22,B>TM,LKN >MR L BJT JFR>L KH >MR >DNJ JHWH L> LM<NKM >NJ <FH BJT JFR>L KJ >M L CM QDCJ >CR XLLTM B GWJM >CR B>TM CM,>CR B>TM CM,,CM,vc,det,0,,,,
282930,BW>[,MT,Ezekiel,36,24,HB>TJ,W LQXTJ >TKM MN H GWJM W QBYTJ >TKM M KL H >RYWT W HB>TJ >TKM >L >DMTKM,W HB>TJ >TKM >L >DMTKM,,>L >DMTKM,prep,det,0,>L,,,
282962,SWR[,MT,Ezekiel,36,26,HSRTJ,W NTTJ LKM LB XDC W RWX XDCH >TN B QRBKM W HSRTJ >T LB H >BN M BFRKM W NTTJ LKM LB BFR,W HSRTJ >T LB H >BN M BFRKM,,M BFRKM,prep,det,0,M,,,
282986,HLK[,MT,Ezekiel,36,27,TLKW,W >T RWXJ >TN B QRBKM W <FJTJ >T >CR B XQJ TLKW W MCPVJ TCMRW W <FJTM,>T >CR B XQJ TLKW,,B XQJ,prep,det,0,B,,,
282471,<LH[,MT,Ezekiel,36,3,T<LW,LKN HNB> W >MRT KH >MR >DNJ JHWH J<N B J<N CMWT W C>P >TKM M SBJB L HJWTKM MWRCH L C>RJT H GWJM W T<LW <L FPT LCWN W DBT <M,W T<LW <L FPT LCWN W DBT <M,,<L FPT LCWN W DBT <M,prep,det,0,<L,,,
283120,<BR[,MT,Ezekiel,36,34,<WBR,W H >RY H NCMH T<BD TXT >CR HJTH CMMH L <JNJ KL <WBR,TXT >CR HJTH CMMH L <JNJ KL <WBR,,no complement,,,,,,,
282635,QRB[,MT,Ezekiel,36,8,QRBW,W >TM HRJ JFR>L <NPKM TTNW W PRJKM TF>W L <MJ JFR>L KJ QRBW L BW>,KJ QRBW,,no complement,,,,,,,
282637,BW>[,MT,Ezekiel,36,8,BW>,W >TM HRJ JFR>L <NPKM TTNW W PRJKM TF>W L <MJ JFR>L KJ QRBW L BW>,L BW>,,no complement,,,,,,,
283213,JY>[,MT,Ezekiel,37,1,JWY>NJ,HJTH <LJ JD JHWH W JWY>NJ B RWX JHWH W JNJXNJ B TWK H BQ<H W HJ> ML>H <YMWT,W JWY>NJ B RWX JHWH,JHWH,no complement,,,,,,,
283218,NWX[,MT,Ezekiel,37,1,JNJXNJ,HJTH <LJ JD JHWH W JWY>NJ B RWX JHWH W JNJXNJ B TWK H BQ<H W HJ> ML>H <YMWT,W JNJXNJ B TWK H BQ<H,,B TWK H BQ<H,prep,det,0,B,,,
283398,BW>[,MT,Ezekiel,37,10,TBW>,W HNB>TJ K >CR YWNJ W TBW> BHM H RWX W JXJW W J<MDW <L RGLJHM XJL GDWL M>D M>D,W TBW> BHM H RWX,H RWX,BHM,prep,det,0,BHM,,,
283449,<LH[,MT,Ezekiel,37,12,H<LJTJ,LKN HNB> W >MRT >LJHM KH >MR >DNJ JHWH HNH >NJ PTX >T QBRWTJKM W H<LJTJ >TKM M QBRWTJKM <MJ W HB>TJ >TKM >L >DMT JFR>L,W H<LJTJ >TKM M QBRWTJKM,,M QBRWTJKM,prep,det,0,M,,,
283455,BW>[,MT,Ezekiel,37,12,HB>TJ,LKN HNB> W >MRT >LJHM KH >MR >DNJ JHWH HNH >NJ PTX >T QBRWTJKM W H<LJTJ >TKM M QBRWTJKM <MJ W HB>TJ >TKM >L >DMT JFR>L,W HB>TJ >TKM >L >DMT JFR>L,,>L >DMT JFR>L,prep,det,0,>L,,,
283471,<LH[,MT,Ezekiel,37,13,H<LWTJ,W JD<TM KJ >NJ JHWH B PTXJ >T QBRWTJKM W B H<LWTJ >TKM M QBRWTJKM <MJ,W B H<LWTJ >TKM M QBRWTJKM,,M QBRWTJKM,prep,det,0,M,,,
283483,NWX[,MT,Ezekiel,37,14,HNXTJ,W NTTJ RWXJ BKM W XJJTM W HNXTJ >TKM <L >DMTKM W JD<TM KJ >NJ JHWH DBRTJ W <FJTJ N>M JHWH,W HNXTJ >TKM <L >DMTKM,,<L >DMTKM,prep,det,0,<L,,,
283539,QRB[,MT,Ezekiel,37,17,QRB,W QRB >TM >XD >L >XD LK L <Y >XD W HJW L >XDJM B JDK,W QRB >TM >XD >L >XD LK L <Y >XD,,L <Y >XD,prep,det,0,L,,,
283228,<BR[,MT,Ezekiel,37,2,H<BJRNJ,W H<BJRNJ <LJHM SBJB SBJB W HNH RBWT M>D <L PNJ H BQ<H W HNH JBCWT M>D,W H<BJRNJ <LJHM SBJB SBJB,,<LJHM,prep,det,0,<LJHM,,,
283636,HLK[,MT,Ezekiel,37,21,HLKW,W DBR >LJHM KH >MR >DNJ JHWH HNH >NJ LQX >T BNJ JFR>L M BJN H GWJM >CR HLKW CM W QBYTJ >TM M SBJB W HB>TJ >WTM >L >DMTM,>CR HLKW CM,,no complement,,,,,,,
283644,BW>[,MT,Ezekiel,37,21,HB>TJ,W DBR >LJHM KH >MR >DNJ JHWH HNH >NJ LQX >T BNJ JFR>L M BJN H GWJM >CR HLKW CM W QBYTJ >TM M SBJB W HB>TJ >WTM >L >DMTM,W HB>TJ >WTM >L >DMTM,,>L >DMTM,prep,det,0,>L,,,
